title,country,release_year,rating,duration_min,genre,description,platform
"Logan's Run",United States,1976,PG,118,"Action & Adventure, Classic Movies, Cult Movies","In the 23rd century, inhabitants of a domed city exist in a world filled with life's pleasures – but no one is allowed to live past the age of 30.",Netflix
Lolita,"United Kingdom, United States",1962,R,153,"Classic Movies, Dramas, Romantic Movies","In this black comedy, an English professor marries his landlady to get closer to his forbidden obsession: her teenage daughter.",Netflix
Long Time Running,Canada,2017,TV-14,96,"Documentaries, International Movies, Music & Musicals",This documentary follows the 2016 tour of beloved rock band The Tragically Hip as they make their way across Canada one last time.,Netflix
"Look Out, Officer",Hong Kong,1990,TV-14,88,"Action & Adventure, Comedies, International Movies",An officer killed on the job returns to Earth as a ghost to solve his own murder and seek justice with the help of a rookie cop and some funky magic.,Netflix
"Look Who's Back",Germany,2015,NR,116,"Comedies, International Movies","When Adolf Hitler reawakens at the site of his former bunker 70 years later, he's mistaken for a brilliant comedian and becomes a media phenomenon.",Netflix
Lorai: Play to Live,India,2015,TV-14,155,"Dramas, International Movies, Sports Movies","Under a government initiative, a retired alcoholic soccer player is sent to establish a soccer team in a politically troubled area.",Netflix
Los Niños Héroes de Chapultepec,NULL,2017,TV-14,88,"Documentaries, International Movies",This documentary pays tribute to the young cadets who gave their lives to defend Mexico against U.S. forces during the battle of Chapultepec Castle.,Netflix
Losing Sight of Shore,"United States, Australia, Samoa, United Kingdom",2017,TV-14,92,"Documentaries, Sports Movies","This documentary recounts the feats of the Coxless Crew, a team of four women who rowed from San Francisco to Australia in support of two charities.",Netflix
Love Dot Com: The Social Experiment,United States,2019,TV-MA,98,"Comedies, Romantic Movies","Sparks fly and romance blooms when Shelby, a vegan chef, meets Greg, a developer – until their opposing views clash.",Netflix
Love In A Puff,Hong Kong,2010,TV-MA,103,"Comedies, Dramas, International Movies","When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating a meeting between Cherie, a makeup saleswoman, and Jimmy, an advertising exec.",Netflix
Love Ni Bhavai,India,2017,TV-14,163,"Comedies, International Movies, Romantic Movies","Not romantically inclined, a popular radio personality finds herself caught between two diametrically opposed suitors.",Netflix
Love on Delivery,Hong Kong,1994,TV-14,93,"Action & Adventure, Comedies, International Movies","To prove himself to a love interest, a delivery boy learns dubious kung fu from an aging charlatan so he can challenge his archrival to a fight.",Netflix
Love Shot,United States,2018,TV-MA,77,"Dramas, Thrillers",A charming hitman questions his profession after learning his next target is the karaoke singer he’s falling in love with.,Netflix
Love Station,Egypt,2011,TV-14,97,"Comedies, International Movies, Romantic Movies","Single coworkers at a radio station are brought together by mutual friends, but their starry-eyed notions about love may scuttle their romance.",Netflix
Love You... Love You Not,Indonesia,2015,TV-14,115,"Comedies, International Movies, Romantic Movies",A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend.,Netflix
"Love, Rosie","Germany, United Kingdom",2014,R,103,"Comedies, International Movies, Romantic Movies","Over the years, as they come and go in each other's life, childhood pals Rosie and Alex struggle to resolve the lasting, intimate bond between them.",Netflix
LoveTrue,United States,2016,TV-MA,82,Documentaries,"In this blend of documentary and dramatization, circumstances test notions of love held by a young stripper, a single-dad surfer and a teen musician.",Netflix
Loving Annabelle,United States,2006,TV-MA,77,"Dramas, Independent Movies, LGBTQ Movies",An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student.,Netflix
Loving You,Hong Kong,1995,TV-14,79,"Dramas, International Movies","Struggling in a loveless marriage, a hard-drinking, workaholic cop finds a chance at redemption after a fateful incident leaves him wounded.",Netflix
Lucha: Playing the Impossible,Argentina,2016,TV-PG,98,"Documentaries, International Movies, Sports Movies","Known simply as ""Lucha,"" field hockey player Luciana Aymar shares her tumultuous and triumphant journey to become the best in the world.",Netflix
Lucky: No Time for Love,India,2005,TV-14,131,"Dramas, International Movies, Romantic Movies","During an uprising in Russia's St. Petersburg, teen girl Lucky meets handsome Aditya, the Indian ambassador's son, and together they flee the chaos.",Netflix
Lupt,India,2018,TV-14,110,"Horror Movies, International Movies, Thrillers","Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events.",Netflix
Lusers,"Argentina, Chile, Peru",2015,TV-MA,100,"Comedies, International Movies, Sports Movies","Three men from different nations must find their way out of the Amazon jungle – on foot – when they get lost on the way to Brazil's World Cup Final.",Netflix
Ma Chu Ka,India,2017,TV-14,117,"International Movies, Thrillers",The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.,Netflix
Maacher Jhol,"India, France",2017,TV-PG,107,"Dramas, International Movies","On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever.",Netflix
Mac & Devin Go to High School,United States,2012,R,76,Comedies,"Devin Overstreet may be the class valedictorian, but he hasn't had much life experience. Enter Mac Johnson, a 10th-year senior and weed dealer.",Netflix
Macchli Jal Ki Rani Hai,India,2014,TV-MA,118,"Horror Movies, International Movies","After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house.",Netflix
Mad Max,"Australia, United States",1979,R,93,"Action & Adventure, Classic Movies, Cult Movies","In a post-apocalyptic future, a malicious gang murders Max's family as an act of retaliation, forcing Max to hit the open road seeking vengeance.",Netflix
Mad Money,United States,2008,PG-13,99,Comedies,"A woman joins the janitorial staff of the Federal Reserve Bank and conspires with two co-workers to pilfer old money that's scheduled to be destroyed.",Netflix
"Mad Ron's Prevues from Hell",United States,1987,NR,84,"Cult Movies, Horror Movies","This collection cherry-picks trailers, forgotten scenes and poster art from 47 gory oldies, including Bay of Blood and The Blood Spattered Bride.",Netflix
Mad World,Hong Kong,2016,TV-MA,102,"Dramas, International Movies","A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat, where old resentments bubble to the surface.",Netflix
Madaari,India,2016,TV-14,134,"Dramas, Independent Movies, International Movies","A bridge under construction collapses in Mumbai, killing a man's family and launching him on a crusade to bring those responsible to justice.",Netflix
Maddman: The Steve Madden Story,United States,2017,TV-MA,78,Documentaries,This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.,Netflix
Madre,Chile,2016,TV-MA,95,"International Movies, Thrillers","Pregnant and overwhelmed, Diana hires a caretaker for her son with severe autism. But she soon begins to fear the new nanny has sinister intentions.",Netflix
Magic Snowflake,"France, Belgium",2013,TV-Y,73,Children & Family Movies,"Young Nicolas agrees to do Santa's work for one year. But the stress of the job threatens the boy's sense of joy – and Christmas itself.",Netflix
Magnetic,France,2018,TV-14,110,"Action & Adventure, Documentaries, International Movies","Attracted to thrills across the globe, intrepid athletes venture to remote locations in pursuit of their extreme form of bliss.",Netflix
Magnus,Norway,2016,TV-PG,75,"Children & Family Movies, Documentaries, International Movies","This dramatic documentary explores the life and mind of Magnus Carlsen, the charismatic Norwegian prodigy who became world chess champion.",Netflix
Mahabharat,India,2013,TV-14,119,"Action & Adventure, Dramas, International Movies",Two young brothers encounter a singing bird who treats them to a musical reinterpretation of one of India’s most epic ancient tales.,Netflix
Mahjong Heroes,Hong Kong,1981,TV-PG,92,"Comedies, International Movies","In this comedy, characters from all walks of life go head-to-head around the mahjong table in a high-stakes contest of different playing styles.",Netflix
Maine Pyaar Kyun Kiya,India,2005,TV-14,137,"Comedies, International Movies, Music & Musicals","After lying to his girlfriend, orthopedic surgeon Samir must conjure up a pretend wife in this musical comedy.",Netflix
Maine Pyar Kiya,India,1989,TV-PG,192,"Dramas, International Movies, Music & Musicals","When the son of a wealthy businessman and the daughter of a struggling engineer fall in love, the young man's parents question the girl's motives.",Netflix
Mala Kahich Problem Nahi,India,2017,TV-PG,132,"Dramas, International Movies","With their relationship running on autopilot, a discontent husband and wife must confront their issues while on a trip with the extended family.",Netflix
Malicious,United States,2018,TV-MA,91,Horror Movies,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill.",Netflix
Man of Tai Chi,"United States, China, Hong Kong",2013,R,105,"Action & Adventure, Dramas","In this kung fu tale set in Beijing, a young man armed with incomparable martial arts skills gets embroiled in the world of underground fight clubs.",Netflix
Man Up,"United Kingdom, France",2015,R,88,"Comedies, International Movies, Romantic Movies","A single woman seizes an opportunity when, while standing under a train station clock, she meets a stranger who mistakes her for his blind date.",Netflix
Mandi,India,1983,TV-MA,155,"Dramas, Independent Movies, International Movies","Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam’s brothel from the heart of Hyderabad.",Netflix
