,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Platform
1624,s1625,TV Show,Monster High Adventures of the Ghoul Squad,,,,,2017,TV-Y7,1 Season,"Animation, Kids","Draculaura, Frankie, Clawdeen, and their ghoulfriends combine their wits and monsteriffic abilities as they travel to exotic locations, solve spine-tingling mysteries, and rescue monsters who are hiding from a world that fears and doesn't understand them. So how do you track these missing monsters down and bring them back to their new home at Monster High? You call The Ghoul Squad!",Prime Video
1627,s1628,TV Show,Momo Storytime,,,,,2015,TV-Y,1 Season,"Animation, International, Kids","Listen to wonderful Children's stories and tales that entertain and educate at the same time.",Prime Video
1628,s1629,TV Show,Momo Shake it Up,,,,,2014,TV-Y,1 Season,"Animation, International, Kids","Join fellow kids as they dance, play and excercise to fun and exciting Chinese games and songs.",Prime Video
1629,s1630,TV Show,Momo Plays an Instrument,,,,,2016,TV-Y,1 Season,"Animation, International, Kids",Learn about different musical instruments.,Prime Video
1630,s1631,TV Show,Momo Plays a Matching Game,,,,,2014,TV-Y,2 Seasons,"Animation, International, Kids",Momo learns new things by playing a matching game.,Prime Video
1631,s1632,TV Show,Momo Meets Animals,,,,,2014,TV-Y,1 Season,"Animation, International, Kids",Learn about different animals in a fun and entertaining way to build up your kids Chinese knowledge.,Prime Video
1632,s1633,TV Show,Momo Loves to Sing and Dance,,,,,2016,TV-Y,2 Seasons,"Animation, International, Kids",Momo and friends have fun singing and dancing to hapyy music!,Prime Video
1633,s1634,TV Show,Momo Loves to Sing,,,,,2016,TV-Y,2 Seasons,"Animation, International, Kids",Join in the fun and dance with your friends. Learn fun new Chinese songs,Prime Video
1634,s1635,TV Show,Momo Loves to Dance,,,,,2015,TV-Y,2 Seasons,"Animation, International, Kids",Join in the fun - dance and excercise to happy and playful songs.,Prime Video
1635,s1636,TV Show,"Momo Let's Play Together",,,,,2015,TV-Y,3 Seasons,"Animation, International, Kids",Watch and join in with kids playing fun and educational games,Prime Video
1636,s1637,TV Show,"Momo Let's be Nice",,,,,2014,TV-Y,2 Seasons,TV Shows,"Learn tradtional Chinese social skills such as respecting elders, manners, being responsible and other social skills essential for all kids.",Prime Video
1637,s1638,TV Show,Momo Learns to Write,,,,,2014,TV-Y,2 Seasons,"Animation, International, Kids",Learn to write traditional Chinese words in a fun way for Kids.,Prime Video
1638,s1639,TV Show,Momo Learns to be Polite,,,,,2014,TV-Y,1 Season,"Animation, International, Kids","See and learn from examples of good, well-mannered behavior from different people and in different circumstances.",Prime Video
1640,s1641,TV Show,Moesha,,,,,2001,TV-PG,6 Seasons,Comedy,"Moesha Mitchell is a teenager juggling school, friendships and romance. Previously the female head of the household, she is learning to love and trust her father's new wife. While at home, she does her best to be the ""glue"" that helps hold her family together.",Prime Video
1641,s1642,TV Show,Modern Love Series: Love Stories For A New Millennium,,,,,2014,TV-NR,1 Season,"Documentary, LGBTQ, Special Interest","Modern Love looks at remarkable individuals who are forging new relationship trends in the 21st century. The programs examine couples who have found new alternatives for building lasting love. We see swingers; a multiple partner marriage; a marriage with one gay partner and one straight; and a lasting marriage of two women, one of whom used to be a man. Who said love is simple?",Prime Video
1643,s1644,TV Show,Mix Master: King of Cards,,,,,2005,ALL,1 Season,"Animation, Anime, Kids","Mix Master: King of Cards - In the Mix Master animated series, the everyday town of Gamebridge has mixed up with a magical game world. Peculiar monsters known as Hench are running wild, and an evil Prince is plotting world conquest. The folks of Gamebridge must turn to an unlikely hero, Ditt, an 11 year old slacker who will become the Mix Master and save the world.",Prime Video
1644,s1645,TV Show,Mix Master: Final Force,,"Dorothy Fahn, Doug Erholtz",,,2011,TV-Y7,1 Season,"Anime, Kids","After becoming the legendary Mix Master, Ditt now leads a boring, normal life as a student. But when the fantasy world faces another crisis, Ditt must join with other Mix Masters who are called upon to battle evil forces. The evil villain, Root, is determined to destroy both the Real World and the Fantasy World and create a new world of his own.",Prime Video
1646,s1647,TV Show,Mister Maker,,Phil Gallagher,,,2007,ALL,1 Season,"Kids, Special Interest","Mister Maker is an arts and craft show that combines live action, graphics and animation to show brilliant art techniques in both 2D and 3D! A child's entertainment show that teaches you numerous easy arts and crafts for anybody watching. Let's get making!",Prime Video
1650,s1651,TV Show,Miss Truth,,"Zhou Jieqiong(PRISTIN), Lee Toby, Pei Zitian",,,2020,TV-14,1 Season,"Drama, Romance","Ran Yan, an unfavored daughter of a rich family in Suzhou, studied autopsy at early age for investigating the real cause of her mother's death. After knowing Xiao Song, the assistant minister of the Ministry of Penalty and a master of both the pen and the sword, Ran Yan helped him to solve many murders. As peace returned to the country, Ran Yan and Xiao Song got together at last.",Prime Video
1651,s1652,TV Show,Mirzapur,,"Ali Fazal, Shweta Tripathi Sharma, Pankaj Tripathi,  Divyenndu,  Rasika Dugal, Anil George, Sheeba Chadha, Asif Khan, Alka Amin, Priyanshu Painyuli, Harshita Shekhar Gaur, Shernavaz Jijina, Lilliput, Paritosh Sand, Manu Rishi, Vijay Varma, Rajesh Tailang, Anangsha Biswas, Amit Sial, Neha Sargam, Anjum Sharma, Kulbhushan Kharbanda, Meghna Malik, Pramodh Pathak, Shahnawaz Pradhan, Shaji Choudhary, Shrikant Verma, Isha Talwar, Priyasha Bhardwaj",India,,2020,16+,2 Seasons,"Action, Drama, Suspense","In Mirzapur, revenge runs darker than blood. There is one title, the King of Mirzapur, but many takers. Munna feels invincible after escaping from the wedding massacre. Guddu and Golu are nowhere to be found. Akhandanand’s ambitions soar as he eyes political power. Going beyond Purvanchal to the power corridors of Lucknow and the streets of Bihar, there’s one question – who will rule Mirzapur?",Prime Video
1652,s1653,TV Show,Miranda: Christmas 2014,,"Miranda Hart, Sarah Hadland, Patricia Hodge, Sally Phillips",,,2015,TV-14,1 Season,Comedy,"It doesn't matter what Miranda attempts in life, whether it's dating or simply dealing with her overbearing mother, she always seems to fall flat, often quite literally. But for all her clumsiness and social awkwardness, Miranda finds herself with two marriage proposals. Will Miranda choose one of them, or will she run away?",Prime Video
1658,s1659,TV Show,Ming Dynasty,,"Tang Wei, Zhu Ya Wen, Deng Jia Jia, Qiao Zhen Yu",,,2020,18+,1 Season,"Drama, Romance","After the battle of Jing Dynasties, the royal priest Jing Qing and his wife are killed. Their oldest daughter Sun Ruowei (Wei Tang), is saved by the vice-general Sun Yu. She tries to avenge her parents but meet Zhu Zhanji (Yawen Zhu). After she sees the dark side of Ming politics, she decides to give up on her revenge and help Zhu Zhanji become the Emperor to save Ming Dynasty.",Prime Video
1660,s1661,TV Show,Mind The Malhotras (4K UHD),,"Cyrus Sahukar, Mini Mathur, Denzil Smith",,,2019,13+,1 Season,Comedy,"The Malhotras are a couple going through mid-life marital crisis. Their nok-jhoks seem endless even as marriages around them are falling apart. With two teenage daughters, a notorious son, and an annoying mother in law, life isn’t getting any easier for Rishabh and Shefali. As a therapist tries to make sense of it, we get a sneak into the hilarious yet relatable story of this modern Indian couple.",Prime Video
1661,s1662,TV Show,Mind The Malhotras,,"Cyrus Sahukar, Mini Mathur, Denzil Smith",,,2019,13+,1 Season,Comedy,"The Malhotras are a couple going through mid-life marital crisis. Their nok-jhoks seem endless even as marriages around them are falling apart. With two teenage daughters, a notorious son, and an annoying mother in law, life isn’t getting any easier for Rishabh and Shefali. As a therapist tries to make sense of it, we get a sneak into the hilarious yet relatable story of this modern Indian couple.",Prime Video
1663,s1664,TV Show,Million Dollar Money Drop,,"Kevin Pollak, Melissa Cook",,,2011,16+,1 Season,"Special Interest, Unscripted","If you were handed a million dollars in cash and only had to answer a few simple questions to keep it, could you do it? Million Dollar Money Drop challenges contestants to do just that. This ultimate high-stakes game show raises the stakes like no other game show by giving contestants $1 million in cold hard cash and all they have to do to keep it is correctly answer seven questions.",Prime Video
1669,s1670,TV Show,Mike E. Winfield: StepMan,,Mike E. Winfield,,,2019,16+,1 Season,TV Shows,"Who says you can’t get along with those annoying step kids? Mike E. Winfield explains the challenges of marrying an older woman and being a step father to a son with whom he shares similar qualities. Step Son AND Step Homies! Not only will you laugh, be prepared to fall in love with this relatable one hour of comedy.",Prime Video
1677,s1678,TV Show,"Michela's Tuscan Kitchen",,Michela Chiappa,,,2016,TV-PG,1 Season,Special Interest,"This stunning food travel series sees charismatic Italian cook Michela take us round the foodie hotspots of Southern Italy and gives us the ultimate guide to this amazing cuisine. Michela explores the vibrant markets, buzzing street stalls and samples the ingredients, recipes and ways of eating, before heading into a kitchen to cook up a newly inspired three course meal.",Prime Video
1681,s1682,TV Show,Michael Jackson: The Ultimate Icon,,,,,2017,TV-14,1 Season,TV Shows,"This one-hour special will include exclusive conversations with Michael's family and friends regarding the final months leading up to his death.",Prime Video
1682,s1683,TV Show,Michael Jackson: Searching for Neverland,,Navi,,,2017,TV-14,1 Season,Drama,"Based on the best-selling book, Remember the Time: Protecting Michael Jackson in His Final Days, this movie is told through the eyes of the King of Pop's trusted bodyguards, Bill Whitfield and Javon Beard. Navi, the world's #1 Michael Jackson tribute artist will star in his acting debut alongside Chad L. Coleman as Jackson's bodyguard, Bill Whitefield and Sam Adegoke as Javon Beard.",Prime Video
1685,s1686,TV Show,Merlin,,"Colin Morgan, Bradley James, Angel Coulby, Katie McGrath, Richard Wilson, John Hurt, Rupert Young, Adetomiwa Edun, Eoin Macken, Tom Hopper, Santiago Cabrera",,,2012,TV-14,5 Seasons,"Drama, Fantasy, Historical","The epic fifth season of Merlin sees Camelot at the height of its golden age. With Queen Guinevere and the Knights of the Round Table at his side, Arthur has never felt stronger. But even as Camelot flowers, the seeds of her destruction are being sown...",Prime Video
1687,s1688,TV Show,Megastructures Dubai,,Ian Miche,,,2016,7+,1 Season,"Documentary, Special Interest",This documentary series focuses on extreme construction projects and the machines used to create extraordinary structures.,Prime Video
1688,s1689,TV Show,Mega Transports,,,,,2019,ALL,1 Season,"Documentary, Special Interest","This is transportation at its most epic and dramatic. Human teams are pushed to limit, machinery operated at capacity and beyond as huge teams across many countries execute pin-point planning to deliver on time, every time. This is Mega Transports!",Prime Video
1690,s1691,TV Show,"Mega Disaster: It's Happened Before, It Will Happen Again",,,,,2006,7+,1 Season,"Action, Documentary","This series exposes the killer instincts of Earth's titanic forces and why they can be so devastating to lives and property. Using past natural disasters as an example, this series explores what would happen should a major catastrophe strike the United States. From tsunamis, earthquakes, and volcanic eruptions to hurricanes and even an astroid impact, see what disasters could be coming our way.",Prime Video
1695,s1696,TV Show,Meerkat Manor,,,,,2007,ALL,3 Seasons,"Documentary, Special Interest","BBC America: Meerkat Manor follows a meerkat family in the Kalahari Desert, South Africa, called The Whiskers. A soap opera with a difference - the main protagonists are twelve inches high, live underground in burrows and live on a diet of worms and insects.",Prime Video
